,Name,date,user_friendly_date,Title
914,2014-09-26_Japa Talk_Unending bliss can be experienced only by glorifying the Lord beyond material gunas_HG RSP.mp3,2014-09-26,14 Sep 26,Unending bliss can be experienced only by glorifying the Lord beyond material gunas
915,2014-09-25_Japa Talk_May the attractor of cupid attract my heart_HG RSP.mp3,2014-09-25,14 Sep 25,May the attractor of cupid attract my heart
916,2014-09-24_Japa Talk_Melting the dull stone like heart_HG RSP.mp3,2014-09-24,14 Sep 24,Melting the dull stone like heart
917,2014-09-23_Japa Talk_Ignore the insubstantial duty and stabilize your mind on substantial duty_HG RSP.mp3,2014-09-23,14 Sep 23,Ignore the insubstantial duty and stabilize your mind on substantial duty
918,2014-09-22_Japa Talk_What stops us from becoming attracted to Krishna_HG RSP.mp3,2014-09-22,14 Sep 22,What stops us from becoming attracted to Krishna
919,2014-09-21_Japa Talk_Inauspiciousness can not stand near the Holy name_HG RSP.mp3,2014-09-21,14 Sep 21,Inauspiciousness can not stand near the Holy name
920,2014-09-20_Japa Talk_Holyname-The greatest disinfectant_HG RSP.mp3,2014-09-20,14 Sep 20,Holyname-The greatest disinfectant
921,2014-09-19_Japa Talk_To chant aloud or to chant calmly_HG RSP.mp3,2014-09-19,14 Sep 19,To chant aloud or to chant calmly
922,2014-09-18_Japa Talk_Chanting Hare Krishna awakens supreme wisdom that bringsforth unlimited fortune_HG RSP.mp3,2014-09-18,14 Sep 18,Chanting Hare Krishna awakens supreme wisdom that bringsforth unlimited fortune
923,"2014-09-17_Japa Talk_We can't access now Krishna easily, because it is time for Him to test our heart_HG RSP.mp3",2014-09-17,14 Sep 17,"We can't access now Krishna easily, because it is time for Him to test our heart"
924,2014-09-16_Japa Talk_Three valuable points to test our improvement in chanting_HG RSP.mp3,2014-09-16,14 Sep 16,Three valuable points to test our improvement in chanting
925,2014-09-07_Japa Talk_Three lessons from Krishna's blowing conchshell_HG RSP.mp3,2014-09-07,14 Sep 07,Three lessons from Krishna's blowing conchshell
926,2014-09-06_Japa Talk_Sruta Vikshita Patha - The Path Of Seeing The Lord Through Hearing_HG RSP.mp3,2014-09-06,14 Sep 06,Sruta Vikshita Patha - The Path Of Seeing The Lord Through Hearing
927,2014-01-22_Japa Talk_Between fear of Maya and love of Krishna cultivbate abhilasha internally and perform duties diligently externally_HG RSP.mp3,2014-01-22,14 Jan 22,Between fear of Maya and love of Krishna cultivbate abhilasha internally and perform duties diligently externally
928,2014-06-28_Japa Talk_The boat of the Holy Name can take us Back to Godhead_HG RSP.mp3,2014-06-28,14 Jun 28,The boat of the Holy Name can take us Back to Godhead
929,2014-06-22_Japa Talk_Dormant form of Krishna revealed by dhyan on Holy Name_HG RSP.mp3,2014-06-22,14 Jun 22,Dormant form of Krishna revealed by dhyan on Holy Name
930,2014-06-21_Japa Talk_Non moving moon is perceived as moving due to illusion_HG RSP.mp3,2014-06-21,14 Jun 21,Non moving moon is perceived as moving due to illusion
931,2014-06-15_Japa Talk_The foundational aspect of chanting is to awoke faith and attachment for the Lord in our heart_HG RSP.mp3,2014-06-15,14 Jun 15,The foundational aspect of chanting is to awoke faith and attachment for the Lord in our heart
932,2014-06-14_Japa Talk_How to make chanting heart deep not lip deep_HG RSP.mp3,2014-06-14,14 Jun 14,How to make chanting heart deep not lip deep
933,"2014-06-13_Japa Talk_Attitude means mood, mentality and mind set towards a person or an activity_HG RSP.mp3",2014-06-13,14 Jun 13,"Attitude means mood, mentality and mind set towards a person or an activity"
934,"2014-06-12_Japa Talk_Krishna's name, though connected to degraded people, becomes glorified while elevating and glorifying so called degraded people_HG RSP.mp3",2014-06-12,14 Jun 12,"Krishna's name, though connected to degraded people, becomes glorified while elevating and glorifying so called degraded people"
935,2014-06-11_Japa Talk_Making attractive Krishna descend into His Holy ame_HG RSP.mp3,2014-06-11,14 Jun 11,Making attractive Krishna descend into His Holy ame
936,2014-06-09_Japa Talk_Chanting with right conception and consciousness_HG RSP.mp3,2014-06-09,14 Jun 09,Chanting with right conception and consciousness
937,2014-06-08_Japa Talk_Steps to attain complete concentration_HG RSP.mp3,2014-06-08,14 Jun 08,Steps to attain complete concentration
938,"2014-06-07_Japa Talk_Attachment to people, situations and things makes mind loose peace and cheerfulness_HG RSP.mp3",2014-06-07,14 Jun 07,"Attachment to people, situations and things makes mind loose peace and cheerfulness"
939,2014-06-06_Japa Talk_Secret of concentration-Dharana_HG RSP.mp3,2014-06-06,14 Jun 06,Secret of concentration-Dharana
940,2014-06-05_Japa Talk_Filling the grooves of bad samskaras and cutting the new samskaras towards Krishna's lotus feet_HG RSP.mp3,2014-06-05,14 Jun 05,Filling the grooves of bad samskaras and cutting the new samskaras towards Krishna's lotus feet
941,2014-06-04_Japa Talk_Chanting and hearing is like wailing and sucking of the child_HG RSP.mp3,2014-06-04,14 Jun 04,Chanting and hearing is like wailing and sucking of the child
942,2014-06-03_Japa Talk_Ultimate focus in chanting is to concentrate on sound and form of divine couple_HG RSP.mp3,2014-06-03,14 Jun 03,Ultimate focus in chanting is to concentrate on sound and form of divine couple
943,2014-06-02_Japa Talk_screening our senses to the inputs can make our offering attractive to Krishna_HG RSP.mp3,2014-06-02,14 Jun 02,screening our senses to the inputs can make our offering attractive to Krishna
944,2014-05-31_Japa Talk_Sarvaaisvaryaekmantram Krishna's Holy Name - Bestower of all opulences_HG RSP.mp3,2014-05-31,14 May 31,Sarvaaisvaryaekmantram Krishna's Holy Name - Bestower of all opulences
945,2014-05-18_Japa Talk_Samucita sanga niryana mantram_HG RSP.mp3,2014-05-18,14 May 18,Samucita sanga niryana mantram
946,2014-05-17_Japa Talk_Samsarochedaika mantram-Chanting of the Holy Name uproots the tree of samsara_HG RSP.mp3,2014-05-17,14 May 17,Samsarochedaika mantram-Chanting of the Holy Name uproots the tree of samsara
947,2014-05-16_Japa Talk_Sakala upanishad vakya sampujya mantram-Holy name is glorified in all the upanishads_HG RSP.mp3,2014-05-16,14 May 16,Sakala upanishad vakya sampujya mantram-Holy name is glorified in all the upanishads
948,2014-05-15_Japa Talk_Shatruchedaila mantram-Holy Name destroys all enemies that put obstacles in Krishna Consciousness progress_HG RSP.mp3,2014-05-15,14 May 15,Shatruchedaila mantram-Holy Name destroys all enemies that put obstacles in Krishna Consciousness progress
949,2014-04-27_Japa Talk_Chanting respectfully-not carelessly_HG RSP.mp3,2014-04-27,14 Apr 27,Chanting respectfully-not carelessly
950,2014-04-05_Japa Talk_In this material world jiva is hiding behind material body and Lord Shyama Sundar is hiding behind Virat Rupa_HG RSP.mp3,2014-04-05,14 Apr 05,In this material world jiva is hiding behind material body and Lord Shyama Sundar is hiding behind Virat Rupa
951,2014-04-04_Japa Talk_Wrong outlook towards others and self importance will ruin our quality of chanting_HG RSP.mp3,2014-04-04,14 Apr 04,Wrong outlook towards others and self importance will ruin our quality of chanting
952,2014-04-03_Japa Talk_Serving unconditionally and realizing Lord's unconditional love for us can increase the quality of chanting_HG RSP.mp3,2014-04-03,14 Apr 03,Serving unconditionally and realizing Lord's unconditional love for us can increase the quality of chanting
953,2014-03-19_Japa Talk_Srimati Radharani teach us how to love Krishna_HG RSP.mp3,2014-03-19,14 Mar 19,Srimati Radharani teach us how to love Krishna
954,2014-03-17_Japa Talk_Destroying all that is troublesome to heart_HG RSP.mp3,2014-03-17,14 Mar 17,Destroying all that is troublesome to heart
955,2014-03-15_Japa Talk_Boost for the morning program_HG RSP.mp3,2014-03-15,14 Mar 15,Boost for the morning program
956,2014-03-12_Japa Talk_Bhajan badavo-Bhojan bhul jao_HG RSP.mp3,2014-03-12,14 Mar 12,Bhajan badavo-Bhojan bhul jao
957,2014-03-11_Japa Talk_False ego is the culprit-Explode the false ego and establish the true ego_HG RSP.mp3,2014-03-11,14 Mar 11,False ego is the culprit-Explode the false ego and establish the true ego
958,2014-03-10_Japa Talk_The core activity and basis our movement_HG RSP.mp3,2014-03-10,14 Mar 10,The core activity and basis our movement
959,2014-02-27_Japa Talk_Secret of going from forgetfulness of Krishna to rememberance_HG RSP.mp3,2014-02-27,14 Feb 27,Secret of going from forgetfulness of Krishna to rememberance
960,"2014-02-25_Japa Talk_Fixing mind on sugar like Krishna , not on stool like mayaik pleasures_HG RSP.mp3",2014-02-25,14 Feb 25,"Fixing mind on sugar like Krishna , not on stool like mayaik pleasures"
961,2014-02-23_Japa Talk_The Supreme Lord has thousands of divine names_HG RSP.mp3,2014-02-23,14 Feb 23,The Supreme Lord has thousands of divine names
962,2014-02-09_Japa Talk_From attracting compassion of Krishna on us to feeling compassion for Krishna_HG RSP.mp3,2014-02-09,14 Feb 09,From attracting compassion of Krishna on us to feeling compassion for Krishna
963,2014-02-08_Japa Talk_Why is Krishna called Deena Bandu_HG RSP.mp3,2014-02-08,14 Feb 08,Why is Krishna called Deena Bandu
964,2014-01-27_Japa Talk_Holy name is the only way to be spiritual always_HG RSP.mp3,2014-01-27,14 Jan 27,Holy name is the only way to be spiritual always
965,2014-01-26_Japa Talk_Endeavoring to exploit Krishna or escape from Krishna can never give us happiness_HG RSP.mp3,2014-01-26,14 Jan 26,Endeavoring to exploit Krishna or escape from Krishna can never give us happiness
966,2014-01-21_Japa Talk_The method of awakening spiritual feelings_HG RSP.mp3,2014-01-21,14 Jan 21,The method of awakening spiritual feelings
967,2014-01-20_Japa Talk_The preliminaries before love one can offer to the divine couple_HG RSP.mp3,2014-01-20,14 Jan 20,The preliminaries before love one can offer to the divine couple
968,2014-01-16_Japa Talk_Revealation and Complete Satisfaction comes from the repeated Glorification of the Lord_HG RSP.mp3,2014-01-16,14 Jan 16,Revealation and Complete Satisfaction comes from the repeated Glorification of the Lord
969,2014-01-13_Japa Talk_Awareness of our identity-The way to see Krishna with the right outlook_HG RSP.mp3,2014-01-13,14 Jan 13,Awareness of our identity-The way to see Krishna with the right outlook
970,2014-01-12_Japa Talk_Importance of spiritual outlook in approaching the Holyname_HG RSP.mp3,2014-01-12,14 Jan 12,Importance of spiritual outlook in approaching the Holyname
971,2014-01-11_Japa Talk_How is the soul non-fragment from Krishna_HG RSP.mp3,2014-01-11,14 Jan 11,How is the soul non-fragment from Krishna
972,2014-01-07_Japa Talk_Bhava sagar to Bhaava sagar_HG RSP.mp3,2014-01-07,14 Jan 07,Bhava sagar to Bhaava sagar
973,2014-01-04_Japa Talk_Two Qualities of Krishna Exclusively for His Devotees_HG RSP.mp3,2014-01-04,14 Jan 04,Two Qualities of Krishna Exclusively for His Devotees
974,2019-06-05_SSRKBM_Japa Talk_How is kaliyuga situation favorable for calling out Holy name fervently_ HG RSP.mp3,2019-06-05,19 Jun 05,How is kaliyuga situation favorable for calling out Holy name fervently
975,2019-01-01_Japa Talk_A spiritual message for the new-year_HG RSP.mp3,2019-01-01,19 Jan 01,A spiritual message for the new-year
976,2019-01-16_Japa Talk_What is jubitasitam abominable and chikitsitam reform able_HG RSP.mp3,2019-01-16,19 Jan 16,What is jubitasitam abominable and chikitsitam reform able
977,2019-01-17_Japa Talk_Soab the heart with Holy Name and see your anarta cleans out_HG RSP.mp3,2019-01-17,19 Jan 17,Soab the heart with Holy Name and see your anarta cleans out
978,2019-01-19_SSRKBM_Japa Talk_Bhavatik indriyo ko divya bananese hi Bhagavan ke swarup ka darshan prapt hota hai_HG RSP.mp3,2019-01-19,19 Jan 19,Bhavatik indriyo ko divya bananese hi Bhagavan ke swarup ka darshan prapt hota hai
979,2019-01-20_Japa Talk_Please the Lord to become happy_HG RSP.mp3,2019-01-20,19 Jan 20,Please the Lord to become happy
980,2019-01-26_Japa Talk_Two tips for gaining firm determination in devotional service_HG RSP.mp3,2019-01-26,19 Jan 26,Two tips for gaining firm determination in devotional service
981,2019-01-27_Japa Talk_Holy Name purify our heart benefits all and pleases the Supreme Lord the most_HG RSP.mp3,2019-01-27,19 Jan 27,Holy Name purify our heart benefits all and pleases the Supreme Lord the most
982,2019-01-31_Japa Talk_Goodness and badness of Kali yuga_HG RSP.mp3,2019-01-31,19 Jan 31,Goodness and badness of Kali yuga
983,2019-02-01_Japa Talk_How can we become free from the fear of evil age of Kali_HG RSP.mp3,2019-02-01,19 Feb 01,How can we become free from the fear of evil age of Kali
984,2019-02-02_Japa Talk_How can we flourish and sustain in all our material and spiritual activity_HG RSP.mp3,2019-02-02,19 Feb 02,How can we flourish and sustain in all our material and spiritual activity
985,2019-02-03_Japa Talk_Understanding the Lord witness and controllership can help us peacefully concentrate on the Holy Name_HG RSP.mp3,2019-02-03,19 Feb 03,Understanding the Lord witness and controllership can help us peacefully concentrate on the Holy Name
986,2019-02-13_Japa Talk_Seeing the master beyond material creation _HG RSP.mp3,2019-02-13,19 Feb 13,Seeing the master beyond material creation 
987,2019-02-14_Japa Talk_Secrete of moving material madness to spiritual madness_HG RSP.mp3,2019-02-14,19 Feb 14,Secrete of moving material madness to spiritual madness
988,2019-02-21_Japa Talk_Holy Name is Sanjeevani which wakes up the conditioned soul and evokes compassion from heart of the Lord_HG RSP.mp3,2019-02-21,19 Feb 21,Holy Name is Sanjeevani which wakes up the conditioned soul and evokes compassion from heart of the Lord
989,2019-03-05_Japa Talk_Create a platform to make your chanting effective_HG RSP.mp3,2019-03-05,19 Mar 05,Create a platform to make your chanting effective
990,2019-03-06_Japa Talk_Paramerters to be paid attention for the ideal growth of devotion creeper_HG RSP.mp3,2019-03-06,19 Mar 06,Paramerters to be paid attention for the ideal growth of devotion creeper
991,2019-03-07_Japa Talk_Three tips for developing test for Holy Name_HG RSP.mp3,2019-03-07,19 Mar 07,Three tips for developing test for Holy Name
992,2019-03-08_Japa Talk_The magical medicine to quire our moha_HG RSP.mp3,2019-03-08,19 Mar 08,The magical medicine to quire our moha
993,2019-03-09_Japa Talk_How to increase our test for chanting_HG RSP.mp3,2019-03-09,19 Mar 09,How to increase our test for chanting
994,"2019-03-10_Japa Talk_Dont satisfy material desire, instead sanctify our heart _HG RSP.mp3",2019-03-10,19 Mar 10,"Dont satisfy material desire, instead sanctify our heart "
995,2019-03-30_SSRKBM_Japa Talk_Harinam Kaise trupti aur anand ka avardhan pradhan karta hai_HG RSP.mp3,2019-03-30,19 Mar 30,Harinam Kaise trupti aur anand ka avardhan pradhan karta hai
996,2019-04-09_Japa Talk_Art of cultivating Vaishnava qualityâ€™s_HG RSP.mp3,2019-04-09,19 Apr 09,Art of cultivating Vaishnava qualityâ€™s
997,2019-04-10_Japa Talk_Occusional rooting and special Devotional service_HG RSP.mp3,2019-04-10,19 Apr 10,Occusional rooting and special Devotional service
998,2019-04-23_Japa Talk_What render the sugar candy like Holy name so beater_HG RSP.mp3,2019-04-23,19 Apr 23,What render the sugar candy like Holy name so beater
999,2019-04-11_Japa Talk_What is the LEAD of the honey bottle that prevented in testing the Holy name_HG RSP.mp3,2019-04-11,19 Apr 11,What is the LEAD of the honey bottle that prevented in testing the Holy name
1000,2019-04-12_Japa Talk_Difference between service to company and service to Supreme Lord_HG RSP.mp3,2019-04-12,19 Apr 12,Difference between service to company and service to Supreme Lord
